<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US2.AAPL,D,20100730,000000,255.8925000,259.6900000,254.9000000,257.2500000,14653093
US2.AAPL,D,20100802,000000,260.4500000,262.5900000,259.6200000,261.8500000,14894312
US2.AAPL,D,20100803,000000,261.0100000,263.2600000,259.4200000,261.9300000,14316575
US2.AAPL,D,20100804,000000,262.8400000,264.2800000,260.3110000,262.9800000,14319453
US2.AAPL,D,20100805,000000,261.6400000,263.1800000,260.5500000,261.7000000,9971751
US2.AAPL,D,20100806,000000,259.7993000,261.4900000,257.6300000,260.0910000,14337999
US2.AAPL,D,20100809,000000,261.4900000,262.1500000,259.5700000,261.7500000,10140160
US2.AAPL,D,20100810,000000,259.7500000,260.4500000,257.5500000,259.4100000,14658849
US2.AAPL,D,20100811,000000,255.3306000,255.6900000,249.8100000,250.1900000,21118342
US2.AAPL,D,20100812,000000,246.6900000,253.1000000,246.1200000,251.7900000,18189092
US2.AAPL,D,20100813,000000,251.6500000,251.8800000,249.0900000,249.1000000,11896332
US2.AAPL,D,20100816,000000,247.5800000,250.0100000,246.6200000,247.6400000,10919538
US2.AAPL,D,20100817,000000,250.0800000,254.6300000,249.2000000,251.9700000,14247611
US2.AAPL,D,20100818,000000,252.7400000,254.6700000,251.5800000,253.0700000,11379718
US2.AAPL,D,20100819,000000,252.7500000,253.4800000,248.6800000,249.8800000,12970905
US2.AAPL,D,20100820,000000,249.4300000,251.3600000,249.0000000,249.6400000,12300408
US2.AAPL,D,20100823,000000,251.8200000,252.0000000,245.2500000,245.8000000,14351679
US2.AAPL,D,20100824,000000,242.9000000,243.0000000,238.6500000,239.9300000,18664100
US2.AAPL,D,20100825,000000,238.0400000,243.9900000,237.2000000,242.8900000,19914488
US2.AAPL,D,20100826,000000,245.4800000,245.7500000,240.2800000,240.2800000,15418392
US2.AAPL,D,20100827,000000,241.7600000,242.6100000,235.5600000,241.6200000,18527754
US2.AAPL,D,20100830,000000,241.1700000,245.7500000,241.0000000,242.5000000,12884272
US2.AAPL,D,20100831,000000,242.0300000,244.5600000,240.3500000,243.1000000,12827070
US2.AAPL,D,20100901,000000,247.4700000,251.4600000,246.2800000,250.3300000,24199712
US2.AAPL,D,20100902,000000,251.2623000,252.1700000,248.5700000,252.1700000,14508738
US2.AAPL,D,20100903,000000,255.0900000,258.7800000,254.5000000,258.7700000,18031200
US2.AAPL,D,20100907,000000,256.7700000,259.5300000,256.2500000,257.8100000,11915489
US2.AAPL,D,20100908,000000,259.7800000,264.3899000,259.1000000,262.9200000,18656902
US2.AAPL,D,20100909,000000,265.1100000,266.5200000,263.0200000,263.0700000,14981406
US2.AAPL,D,20100910,000000,263.2500000,264.5000000,261.4000000,263.4100000,13809030
US2.AAPL,D,20100913,000000,265.8200000,268.2800000,265.7600000,267.0400000,12994907
US2.AAPL,D,20100914,000000,266.2800000,269.1700000,265.5200000,268.0600000,13863145
US2.AAPL,D,20100915,000000,268.0000000,270.3800000,267.8400000,270.2200000,14403144
US2.AAPL,D,20100916,000000,270.2700000,276.6700000,269.5000000,276.5700000,22364948
US2.AAPL,D,20100917,000000,277.6900000,277.9600000,273.7000000,275.3700000,21677938
US2.AAPL,D,20100920,000000,276.1000000,283.7800000,275.8500000,283.2300000,22998630
US2.AAPL,D,20100921,000000,283.8600000,287.3500000,282.7900000,283.7700000,21259416
US2.AAPL,D,20100922,000000,282.7100000,287.9800000,282.4100000,287.7500000,19954331
US2.AAPL,D,20100923,000000,286.3300000,292.7600000,286.0000000,288.9200000,26785826
US2.AAPL,D,20100924,000000,292.0000000,293.5300000,290.5500000,292.3200000,21916039
US2.AAPL,D,20100927,000000,293.9750000,294.7300000,291.0100000,291.1640000,16853037
US2.AAPL,D,20100928,000000,291.7700000,291.7700000,275.0000000,286.8600000,35119749
US2.AAPL,D,20100929,000000,287.1600000,289.8100000,286.0000000,287.3700000,16204505
US2.AAPL,D,20100930,000000,288.9600000,290.0000000,281.2500000,283.7500000,21180942
US2.AAPL,D,20101001,000000,286.4200000,286.5800000,281.3500000,282.5200000,15202427
US2.AAPL,D,20101004,000000,281.6700000,282.9000000,277.7700000,278.6400000,15058587
US2.AAPL,D,20101005,000000,282.0000000,289.4100000,281.8205000,288.9400000,15288059
US2.AAPL,D,20101006,000000,289.8166000,291.9900000,285.2600000,289.1900000,22994920
US2.AAPL,D,20101007,000000,290.3362000,290.4800000,286.9100000,289.2200000,13808543
US2.AAPL,D,20101008,000000,291.7300000,294.5000000,290.0000000,294.0700000,22321442
US2.AAPL,D,20101011,000000,294.7700000,297.2400000,294.6000000,295.3600000,14845160
US2.AAPL,D,20101012,000000,295.4600000,299.5000000,292.4900000,298.5400000,18793699
US2.AAPL,D,20101013,000000,300.2000000,301.9600000,299.8000000,300.1400000,19253613
US2.AAPL,D,20101014,000000,301.6900000,302.4700000,300.4000000,302.3100000,13724583
US2.AAPL,D,20101015,000000,307.4500000,315.0000000,304.9100000,314.7400000,28070092
US2.AAPL,D,20101018,000000,318.5000000,319.0000000,314.2900000,318.0000000,32252255
US2.AAPL,D,20101019,000000,303.4800000,313.7700000,300.0200000,309.4900000,39623609
US2.AAPL,D,20101020,000000,309.0000000,314.2500000,306.8700000,310.5300000,24268633
US2.AAPL,D,20101021,000000,312.3600000,314.7400000,306.8000000,309.5200000,19021937
US2.AAPL,D,20101022,000000,309.0800000,310.0400000,306.3000000,307.4700000,12067004
US2.AAPL,D,20101025,000000,309.1391000,311.6000000,308.4400000,308.8400000,13299783
US2.AAPL,D,20101026,000000,306.8762000,309.7400000,305.6500000,308.0500000,13089249
US2.AAPL,D,20101027,000000,307.6000000,309.9000000,305.6000000,307.8300000,12425566
US2.AAPL,D,20101028,000000,307.9600000,308.0000000,300.9000000,305.2400000,18715619
US2.AAPL,D,20101029,000000,304.2300000,305.8800000,300.8700000,300.9800000,14179886
US2.AAPL,D,20101101,000000,302.5000000,305.6000000,302.2000000,304.1800000,14208198
US2.AAPL,D,20101102,000000,307.0000000,310.1900000,307.0000000,309.3600000,13461564
US2.AAPL,D,20101103,000000,311.3500000,312.8800000,308.5300000,312.8000000,16639957
US2.AAPL,D,20101104,000000,315.4500000,320.1800000,315.1000000,318.2700000,20634341
US2.AAPL,D,20101105,000000,317.9900000,319.5700000,316.7500000,317.1300000,11770897
US2.AAPL,D,20101108,000000,317.1300000,319.6200000,316.7600000,318.8100000,10352574
US2.AAPL,D,20101109,000000,321.0300000,321.3000000,314.5000000,316.0800000,12782179
US2.AAPL,D,20101110,000000,316.6400000,318.7700000,313.5500000,318.0300000,12991441
US2.AAPL,D,20101111,000000,315.0000000,318.4000000,314.2500000,316.6550000,12650320
US2.AAPL,D,20101112,000000,316.0000000,316.5000000,303.6300000,308.0300000,27512123
US2.AAPL,D,20101115,000000,309.7000000,310.5400000,306.2700000,307.0350000,13380309
US2.AAPL,D,20101116,000000,305.6600000,307.6000000,299.3200000,301.5900000,22992103
US2.AAPL,D,20101117,000000,301.0800000,303.9900000,297.7600000,300.5000000,16253149
US2.AAPL,D,20101118,000000,305.1100000,309.6700000,304.6900000,308.4300000,16626005
US2.AAPL,D,20101119,000000,307.8400000,308.4000000,305.4600000,306.7300000,11932888
US2.AAPL,D,20101122,000000,306.6000000,313.3600000,306.0000000,313.3600000,12765476
US2.AAPL,D,20101123,000000,310.4500000,311.7500000,306.5600000,308.7300000,15896391
US2.AAPL,D,20101124,000000,312.0000000,315.4000000,311.7500000,314.7950000,13179582
US2.AAPL,D,20101126,000000,313.5600000,317.6999000,312.9400000,315.0000000,7929138
US2.AAPL,D,20101129,000000,315.4900000,317.4800000,311.3800000,316.8700000,14001808
US2.AAPL,D,20101130,000000,313.5400000,314.3600000,310.8700000,311.1500000,15517481
US2.AAPL,D,20101201,000000,315.2700000,317.7500000,315.0600000,316.4000000,13702594
US2.AAPL,D,20101202,000000,317.4700000,319.0000000,314.8900000,318.1500000,14503113
US2.AAPL,D,20101203,000000,316.9150000,318.6500000,316.3700000,317.4400000,10570832
US2.AAPL,D,20101206,000000,318.5400000,322.3300000,318.4200000,320.1500000,15009018
US2.AAPL,D,20101207,000000,323.8000000,323.9900000,318.1200000,318.2100000,12967248
US2.AAPL,D,20101208,000000,319.7599000,321.0200000,317.1100000,321.0100000,10547555
US2.AAPL,D,20101209,000000,322.2300000,322.5000000,319.0200000,319.7575000,10029139
US2.AAPL,D,20101210,000000,319.6499000,321.0500000,318.6000000,320.4460000,8801084
US2.AAPL,D,20101213,000000,324.3500000,325.0600000,321.0000000,321.6700000,13048484
US2.AAPL,D,20101214,000000,321.7300000,322.5400000,319.0000000,320.2900000,11000804
US2.AAPL,D,20101215,000000,320.1000000,323.0000000,319.1900000,320.3600000,14214318
US2.AAPL,D,20101216,000000,321.1000000,322.6100000,320.1200000,321.2500000,10756358
US2.AAPL,D,20101217,000000,321.6300000,321.7900000,320.2300000,320.6100000,17959926
US2.AAPL,D,20101220,000000,321.4100000,323.2500000,318.2300000,322.2100000,13727987
US2.AAPL,D,20101221,000000,323.0000000,324.3900000,322.0600000,324.2050000,8095998
US2.AAPL,D,20101222,000000,324.3600000,325.7200000,323.5500000,325.1600000,8419470
US2.AAPL,D,20101223,000000,324.9900000,325.1500000,323.1700000,323.6000000,7183282
US2.AAPL,D,20101227,000000,323.1700000,325.4400000,321.5200000,324.6800000,8274704
US2.AAPL,D,20101228,000000,325.9300000,326.6600000,325.0600000,325.4700000,6266407
US2.AAPL,D,20101229,000000,326.2200000,326.4500000,325.1000000,325.2900000,5618783
US2.AAPL,D,20101230,000000,325.4800000,325.5100000,323.0500000,323.6600000,5870390
US2.AAPL,D,20101231,000000,322.9500000,323.4800000,321.3100000,322.5600000,7041113
US2.AAPL,D,20110103,000000,325.6300000,330.2600000,324.8365000,329.6100000,10646531
US2.AAPL,D,20110105,000000,329.6800000,334.3400000,329.5000000,334.0000000,8691536
US2.AAPL,D,20110106,000000,334.7121000,335.2500000,332.9000000,333.7300000,11010137
US2.AAPL,D,20110107,000000,334.1200000,336.3500000,331.9000000,336.1200000,10763722
US2.AAPL,D,20110110,000000,338.7800000,343.2300000,337.1700000,342.4550000,17870778
US2.AAPL,D,20110111,000000,344.8800000,344.9600000,339.4700000,341.6400000,15388629
US2.AAPL,D,20110112,000000,343.2500000,344.4300000,342.0000000,344.4200000,11493284
US2.AAPL,D,20110113,000000,345.1600000,346.6400000,343.8500000,345.6800000,9728061
US2.AAPL,D,20110114,000000,345.8900000,348.4800000,344.4400000,348.4800000,11054741
US2.AAPL,D,20110118,000000,329.4300000,344.1600000,326.0000000,340.6500000,60392584
US2.AAPL,D,20110119,000000,348.4300000,348.6000000,336.8800000,338.8400000,37980075
US2.AAPL,D,20110120,000000,336.4300000,338.3000000,330.1200000,332.6800000,26574960
US2.AAPL,D,20110121,000000,333.8000000,334.8800000,326.6300000,326.7200000,24708941
US2.AAPL,D,20110124,000000,351.1000000,337.4500000,327.0100000,337.4500000,20642182
US2.AAPL,D,20110125,000000,336.3300000,341.4400000,334.5700000,341.4000000,19654470
US2.AAPL,D,20110126,000000,342.9600000,345.6000000,341.5000000,343.9000000,17160424
US2.AAPL,D,20110127,000000,343.7800000,344.6928000,342.8310000,343.2100000,9649915
US2.AAPL,D,20110128,000000,344.1700000,344.4000000,333.5280000,336.1000000,19782562
US2.AAPL,D,20110131,000000,335.8100000,340.0400000,334.3000000,339.3200000,12347066
US2.AAPL,D,20110201,000000,341.3000000,345.6500000,340.9800000,345.0300000,14233107
US2.AAPL,D,20110202,000000,344.3988000,345.2500000,343.5500000,344.3200000,8789000
US2.AAPL,D,20110203,000000,343.8500000,344.2400000,338.5500000,343.4400000,13433839
US2.AAPL,D,20110204,000000,343.7600000,346.7000000,343.5100000,346.5000000,10977230
US2.AAPL,D,20110207,000000,348.0000000,353.2500000,347.6400000,351.8800000,17772549
US2.AAPL,D,20110208,000000,353.6700000,355.5200000,352.1500000,355.2000000,13525416
US2.AAPL,D,20110209,000000,355.1900000,359.0000000,354.8700000,358.1600000,16848628
US2.AAPL,D,20110210,000000,357.3900000,360.0000000,348.0000000,354.5400000,32124765
US2.AAPL,D,20110211,000000,354.7526000,357.8000000,353.5401000,356.8500000,12728273
US2.AAPL,D,20110214,000000,356.7900000,359.4800000,356.7100000,359.1800000,11881882
US2.AAPL,D,20110215,000000,359.1900000,359.9700000,357.5500000,359.9000000,10042242
US2.AAPL,D,20110216,000000,360.8000000,364.9000000,360.5000000,363.1300000,16698292
US2.AAPL,D,20110217,000000,357.3900000,360.2700000,356.5200000,358.3000000,18321887
US2.AAPL,D,20110218,000000,358.1500000,359.4100000,349.5300000,350.5000000,1587948
US2.AAPL,D,20110222,000000,342.2400000,345.3200000,337.7500000,338.3600000,1267621
US2.AAPL,D,20110223,000000,338.6900000,344.6200000,338.6900000,342.9500000,1210208
US2.AAPL,D,20110224,000000,344.0400000,344.8200000,338.3900000,342.9900000,236447
US2.AAPL,D,20110225,000000,345.0500000,348.4200000,344.8100000,348.3100000,626696
US2.AAPL,D,20110228,000000,351.1700000,355.0500000,351.1700000,353.3900000,545135
US2.AAPL,D,20110301,000000,355.6000000,355.6000000,349.2500000,349.2500000,66717
US2.AAPL,D,20110302,000000,350.0300000,354.3500000,348.4800000,352.0600000,794774
US2.AAPL,D,20110303,000000,357.3800000,359.7800000,355.9500000,359.4500000,737333
US2.AAPL,D,20110304,000000,360.0000000,360.2500000,357.7600000,359.9500000,595895
US2.AAPL,D,20110307,000000,361.3000000,361.6200000,351.4600000,355.3900000,698204
US2.AAPL,D,20110308,000000,355.2200000,357.3900000,352.3200000,355.7800000,580503
US2.AAPL,D,20110309,000000,354.6750000,354.6800000,350.6000000,352.3800000,815833
US2.AAPL,D,20110310,000000,349.6000000,349.6000000,345.5100000,346.7600000,738983
US2.AAPL,D,20110311,000000,345.3300000,352.1600000,345.0200000,352.0450000,517345
US2.AAPL,D,20110314,000000,353.1900000,356.4300000,351.3600000,353.5900000,776400
US2.AAPL,D,20110315,000000,345.3500000,345.3500000,345.3500000,345.3500000,100
US2.AAPL,D,20110316,000000,341.5950000,341.5950000,329.8500000,329.8500000,378958
US2.AAPL,D,20110317,000000,336.7200000,339.3200000,334.2650000,334.5000000,310594
US2.AAPL,D,20110318,000000,336.9200000,337.9900000,330.7900000,331.0900000,29722
US2.AAPL,D,20110324,000000,345.0100000,345.0100000,345.0100000,345.0100000,100
US2.AAPL,D,20110325,000000,348.0700000,352.0300000,347.1300000,351.5700000,724937
US2.AAPL,D,20110328,000000,353.1500000,354.2600000,350.5000000,350.5000000,458484
US2.AAPL,D,20110329,000000,347.7400000,350.9500000,346.1400000,350.9500000,544113
US2.AAPL,D,20110330,000000,350.7350000,350.8000000,347.4500000,348.6400000,656608
